,User,Tweet
3344,RajivRanjanRa16,"RT @rishi_dr119: Opposition after launch of Digital Currency
where they couldn't find Bapu😢😢😭😭

अबे बापू को ठीक से पकड़ो….कहीं गिर न जाएँ😜😂…"
3345,Officebjymvns,"RT @SKodineya: #Never #store #business #Data on #personal drives. 
#StaySafeOnline #cybersecuritytips
#G20India
#DigitalIndia
#DigitalTrans…"
3346,baishyaamal11,RT @STPIBengaluru: Congratulations M/s BogrWarner India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Sta…
3347,baishyaamal11,RT @STPIHyderabad: Congratulations M/s. GRIPTONITE GAMES INDIA PRIVATE LIMITED! for renewal of license #GrowWithSTPI #DigitalIndia #STPIIND…
3348,baishyaamal11,"RT @STPIBengaluru: Welcome, M/s. Innominds Software Private Limited- EHTP Unit! Looking forward to a successful journey ahead. #GrowWithSTP…"
3349,baishyaamal11,RT @STPIBengaluru: Congratulations M/s Prysm Displays India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA…
3350,baishyaamal11,RT @STPIBengaluru: Congratulations M/s Infinera India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Start…
3351,baishyaamal11,"RT @STPIPune: Welcome, M/s. Streamland Media India Private Limited! Looking forward to a successful journey ahead. 
#GrowWithSTPI #DigitalI…"
3352,baishyaamal11,"RT @STPIPune: Welcome, M/s. EQUITY DATA SCIENCE INDIA PRIVATE LIMITED! Looking forward to a successful journey ahead. 
#GrowWithSTPI #Digit…"
3353,baishyaamal11,RT @STPIGANDHINAGAR: Congratulations M/s. Infosense Services for renewal of license!#GrowWithSTPI #DigitalIndia #STPIINDIA #StartupIndia @A…
3354,baishyaamal11,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3355,naveenanroopan,"RT @GoI_MeitY: #NoteTheQuote | MoS @Rajeev_GoI emphasizes India turning into a producer for the world.  
#DigitalIndia @stpiindia @GoI_Meit…"
3356,BWBusinessworld,"In it's second edition of the Pan-India report titled as Retail-O-Nomics, PayNearby has revealed how #UPItransactions have seen an increase in rural market as well

Read: https://t.co/fCBqjz0Xfs

#upipayment #upi #googlepay #phonepe #bharatpe #digitalindia https://t.co/OZsrZBA5jE"
3357,nellaivijayaraj,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3358,eOrganiser,"German Foreign Minister shops at Chandni Chowk, uses Paytm for payment 

#DigitalIndia #ChandniChowk  https://t.co/C15ROixbxB"
3359,ajinkyabapat1,@IRCTCofficial @RailwaySeva @RailMinIndia @AshwiniVaishnaw  pls provide UPI QR code or official railway bank details to TC on train.  Ppl don't carry cash nowadays ..It will be easy to pay fine with UPI 🥲🥲 #DigitalIndia
3360,ReyazAnsari2137,RT @AAPNewsIndia: Unified Employee Provident Fund website down since February 8. Pls look for it. This is #DigitalIndia #pmoindia #EPFO @PT…
3361,yakshmaaan,"RT @GoI_MeitY: #DigitalIndia | Choose a differently-abled category and a disability percentage, and myScheme will provide a list of schemes…"
3362,Randeep69565790,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
3363,therkmalviya,RT @RijijuOffice: Hon'ble Union Minister of Law &amp; Justice Shri @KirenRijiju ji attended the meeting &amp; presentation on 'Digital Courts' by H…
3364,CSC_Giridih,"RT @CSCegov_: Travel Services through #CSC...

Now Book Train, Flight, Bus, and even Hotels through Digital Seva Portal and Earn Great Comm…"
3365,9960394026,"RT @mahabank: #BankofMaharashtra observes 'Digital Banking Day' on 23 Nov'22, providing our esteemed customers with the best possible #digi…"
3366,monomita26,RT @Centre4DT: 6.5 million #MSME are using technology in an effective manner under #DigitalIndia movement with four major pillars of #digit…
3367,AlluChendra,"RT @STPIPune: Welcome, M/s. Streamland Media India Private Limited! Looking forward to a successful journey ahead. 
#GrowWithSTPI #DigitalI…"
3368,Chandik65854556,RT @RijijuOffice: Hon'ble Union Minister of Law &amp; Justice Shri @KirenRijiju ji attended the meeting &amp; presentation on 'Digital Courts' by H…
3369,AfreenH3,"RT @STPIBengaluru: Welcome, M/s. Innominds Software Private Limited- EHTP Unit! Looking forward to a successful journey ahead. #GrowWithSTP…"
3370,AfreenH3,RT @STPIBengaluru: Congratulations M/s BogrWarner India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Sta…
3371,AfreenH3,RT @STPIBengaluru: Congratulations M/s Infinera India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Start…
3372,AfreenH3,RT @STPIBengaluru: Congratulations M/s Prysm Displays India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA…
3373,AfreenH3,"RT @CSCegov_: An Awareness Session for CSC Dhwani Sevice...

Join us LIVE on the #CSC Facebook Page, on 6th December 2022(Today) at 11 AM.…"
3374,AfreenH3,RT @GoI_MeitY: J&amp;K joins hands with Haryana for Replication of Good Governance practices of #Haryana. #JammuAndKashmir #DigitalIndia https:…
3375,AfreenH3,"RT @STPIPune: Welcome, M/s. EQUITY DATA SCIENCE INDIA PRIVATE LIMITED! Looking forward to a successful journey ahead. 
#GrowWithSTPI #Digit…"
3376,AfreenH3,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3377,AfreenH3,RT @STPIGANDHINAGAR: Congratulations M/s. Infosense Services for renewal of license!#GrowWithSTPI #DigitalIndia #STPIINDIA #StartupIndia @A…
3378,AfreenH3,"RT @STPIPune: Welcome, M/s. Streamland Media India Private Limited! Looking forward to a successful journey ahead. 
#GrowWithSTPI #DigitalI…"
3379,AfreenH3,RT @STPIHyderabad: Congratulations M/s. GRIPTONITE GAMES INDIA PRIVATE LIMITED! for renewal of license #GrowWithSTPI #DigitalIndia #STPIIND…
3380,AfreenH3,RT @GoI_MeitY: Hon’ble PM @narendramodi has invited citizens to share ideas &amp; suggestions for themes that should be given importance during…
3381,AlluChendra,RT @_DigitalIndia: Hon’ble PM @narendramodi has invited citizens to share ideas &amp; suggestions for themes that should be given importance du…
3382,AfreenH3,RT @_DigitalIndia: The digital court is an initiative to make court records available to the judge in digitized form to enable the transiti…
3383,KrishnaSingh4U,"RT @_DigitalIndia: #DigitalIndia | Choose a differently-abled category and a disability percentage, and myScheme will provide a list of sch…"
3384,AlluChendra,"RT @STPIPune: Welcome, M/s. EQUITY DATA SCIENCE INDIA PRIVATE LIMITED! Looking forward to a successful journey ahead. 
#GrowWithSTPI #Digit…"
3385,GoI_MeitY,"#DigitalIndia | Choose a differently-abled category and a disability percentage, and myScheme will provide a list of schemes that are specifically tailored to you! Celebrate yourself with myScheme!
 
Source: https://t.co/ToWHaVYyyp
#AmritMahotsav https://t.co/UsUsLWtaiY"
3386,_DigitalIndia,"#DigitalIndia | Choose a differently-abled category and a disability percentage, and myScheme will provide a list of schemes that are specifically tailored to you! Celebrate yourself with myScheme!
 
Source: https://t.co/xxyHDVcaK0
#AmritMahotsav https://t.co/3CbBso7BBt"
3387,naveenanroopan,"RT @_DigitalIndia: On #ConstitutionDay today, we recall the words of our Hon’ble PM @narendramodi who envisions to make the judiciary syste…"
3388,naveenanroopan,"RT @knnindia: MoS IT unveils Digital India startup hub at #STPI centre in Davanagere, #Karnataka

#DigitalIndia #Startups #StartupHub #ITSe…"
3389,naveenanroopan,"RT @MeityPib: @Rajeev_GoI Inaugurates Digital India Startup Hub at @stpiindia, Davanagere in #Karnataka 

Release: https://t.co/KHSBmPBhpQ…"
3390,naveenanroopan,RT @_DigitalIndia: .@stpiindia has been focused on the promotion of IT/ITES #exports from #India by providing single window regulatory serv…
3391,naveenanroopan,RT @GoI_MeitY: .@stpiindia has been focused on the promotion of IT/ITES #exports from #India by providing single window regulatory services…
3392,naveenanroopan,RT @GoI_MeitY: Participate in the 3rd cohort of #STPIIMAGE and scale your startup by accessing the world-class incubation ecosystem equippe…
3393,bishnoiscout,"RT @_DigitalIndia: Share your valuable feedback on the Draft Digital Personal #DataProtectionBill, 2022 on various aspects of digital perso…"
3394,ChrpIndia,"Virtual Reality (VR) Technology was showcased by 
@chrp_india
 under the partnership of 
@mahanadicoal
 in the Coal Mining, Fire Safety and various Simulations at the Make in Odisha  Conclave 2022.

#MakeInOdishaConclave2022 #makeinodisha #CHRPINDIA #MGMI #MCL #G20 #DigitalIndia https://t.co/AuxRZyIMBP"
3395,BaramullaNyk,"RT @Nyksindia: Cybercriminals will strike when and where you least expect them, so stop them now!

#cybercrime #cybersecurity #cyberjagrukt…"
3396,bishnoiscout,"RT @_DigitalIndia: Focus on enjoying your travel! 
 
#UMANG app will take care of recharging your #FasTAG at a click of a button or smart t…"
3397,naveenanroopan,RT @STPIBengaluru: Congratulations M/s Wissen Infotech Private Limted for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Start…
3398,naveenanroopan,RT @STPIBengaluru: Congratulations M/s BCD Travel India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Sta…
3399,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Verana Networks (India) Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #Dig…"
3400,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Ocwen Financial Solutions Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #D…"
3401,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Elastacloud LLP! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia #STPIINDIA #St…"
3402,TSSCINDIA,"@arvind_bali, CEO, TSSC to be on ET Now Swadesh at 5 pm to talk about the current landscape of mobile manufacturing.
https://t.co/WBn7VMUqsZ

#telecom #manufacturing #digitalIndia"
3403,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Lululemon India (Services) Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #…"
3404,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Proshort India Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia…"
3405,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Nightfall AI Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI #DigitalIndia #…"
3406,Ravikumar_NS,RT @STPIGANDHINAGAR: Welcome M/s. Convoso Tech International Pvt. Ltd. Looking forward to a successful journey ahead. #GrowWithSTPI #Digita…
3407,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Cumberland Technology India Private Limited! Looking forward to a successful journey ahead. #GrowWithSTPI…"
3408,naveenanroopan,"RT @STPIBengaluru: Welcome, M/s. Innominds Software Private Limited- EHTP Unit! Looking forward to a successful journey ahead. #GrowWithSTP…"
3409,naveenanroopan,RT @STPIBengaluru: Congratulations M/s BogrWarner India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Sta…
3410,naveenanroopan,RT @STPIBengaluru: Congratulations M/s Infinera India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Start…
3411,naveenanroopan,RT @STPIBengaluru: Congratulations M/s Prysm Displays India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA…
3412,naveenanroopan,RT @GoI_MeitY: Hon’ble PM @narendramodi has invited citizens to share ideas &amp; suggestions for themes that should be given importance during…
3413,Ravikumar_NS,RT @STPIHyderabad: Congratulations M/s. GRIPTONITE GAMES INDIA PRIVATE LIMITED! for renewal of license #GrowWithSTPI #DigitalIndia #STPIIND…
3414,Ravikumar_NS,RT @STPIGANDHINAGAR: Congratulations M/s. Infosense Services for renewal of license!#GrowWithSTPI #DigitalIndia #STPIINDIA #StartupIndia @A…
3415,Ravikumar_NS,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3416,Ravikumar_NS,"RT @STPIPune: Welcome, M/s. Streamland Media India Private Limited! Looking forward to a successful journey ahead. 
#GrowWithSTPI #DigitalI…"
3417,Ravikumar_NS,"RT @STPIPune: Welcome, M/s. EQUITY DATA SCIENCE INDIA PRIVATE LIMITED! Looking forward to a successful journey ahead. 
#GrowWithSTPI #Digit…"
3418,Ravikumar_NS,RT @STPIBengaluru: Congratulations M/s Infinera India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Start…
3419,Ravikumar_NS,RT @STPIBengaluru: Congratulations M/s BogrWarner India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA #Sta…
3420,Ravikumar_NS,"RT @STPIBengaluru: Welcome, M/s. Innominds Software Private Limited- EHTP Unit! Looking forward to a successful journey ahead. #GrowWithSTP…"
3421,Pattabiram14,"RT @StpiChennai: Congratulations M/s. Quest Global Engineering Services Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalInd…"
3422,Ravikumar_NS,RT @STPIBengaluru: Congratulations M/s Prysm Displays India Private Limited for renewal of license! #GrowWithSTPI #DigitalIndia #STPIINDIA…
3423,Pattabiram14,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3424,CscTravels,"Congratulations to top 3 IRCTC VLEs who has booked highest IRCTC Tickets in the Month of November'22.

Wish you all the best for your future endeavors💐

#csctravelservices
#digitalindia
#IRCTC https://t.co/ZZBEcsP2CW"
3425,Manjula57732509,"RT @StpiChennai: Congratulations M/s. iInterchange Systems Pvt Ltd #Chennai! for renewal of license!
#GrowWithSTPI #DigitalIndia #STPIINDIA…"
3426,Himalayan_Bee,"If someone ask you what has changed in Modi Ji rule, 
Show this 👇
#DigitalIndia https://t.co/sBtNQvxOPA"
3427,RaghupathiBhat,"The world is taking inspiration from India's digital revolution 👏

#DigitalIndia https://t.co/JYwvGBBr1y"
3428,Ravikumar_NS,RT @GoI_MeitY: Hon’ble PM @narendramodi has invited citizens to share ideas &amp; suggestions for themes that should be given importance during…
3429,jyotsana710,"RT @Wire19s: Catch Mr. Ajai Garg, Sr. Director, @GoI_MeitY in an exclusive conversation with our chief editor @jyotsana710. He talks about…"
3430,STPI062,"RT @STPIPune: Welcome, M/s. EQUITY DATA SCIENCE INDIA PRIVATE LIMITED! Looking forward to a successful journey ahead. 
#GrowWithSTPI #Digit…"
3431,STPI062,RT @STPIGANDHINAGAR: Welcome M/s. Convoso Tech International Pvt. Ltd. Looking forward to a successful journey ahead. #GrowWithSTPI #Digita…
3432,MSH_MeitY,"RT @GoI_MeitY: Share your valuable feedback on the Draft Digital Personal #DataProtectionBill, 2022 on various aspects of digital personal…"
3433,AnmolKa58254394,RT @RijijuOffice: Hon'ble Union Minister of Law &amp; Justice Shri @KirenRijiju ji attended the meeting &amp; presentation on 'Digital Courts' by H…
3434,ashwan116,"RT @CSCegov_: The All New Renault Kiger, Price Starting from Rs. 5.99 Lakh...

VLE Self Purchase Discount Upto Rs. 15,000...

Book on VLE A…"
3435,ashwan116,"RT @CSCegov_: Travel Services through #CSC...

Now Book Train, Flight, Bus, and even Hotels through Digital Seva Portal and Earn Great Comm…"
